with-local-randomness,dictionary,dict/with-local-randomness,dictionary-with-local-randomness
without-interruption,dictionary,dict/without-interruption,dictionary-without-interruption
word,dictionary,dict/word,dictionary-word
world-width,dictionary,dict/world-dim,dictionary-world-dim
world-height,dictionary,dict/world-dim,dictionary-world-dim
wrap-color,dictionary,dict/wrap-color,dictionary-wrap-color
write,dictionary,dict/write,dictionary-write
xcor,dictionary,dict/xcor,dictionary-xcor
xor,dictionary,dict/xor,dictionary-xor
ycor,dictionary,dict/ycor,dictionary-ycor
->,dictionary,dict/arrow,dictionary-arrow
at-points,3d,dict/at-points-3d,3d-at-points-3d
distancexyz,3d,dict/distance-3d,3d-distance-3d
distancexyz-nowrap,3d,dict/distance-3d,3d-distance-3d
dz,3d,dict/dz,3d-dz
face,3d,dict/face-3d,3d-face-3d
facexyz,3d,dict/face-3d,3d-face-3d
left,3d,dict/left,3d-left
link-pitch,3d,dict/link-pitch,3d-link-pitch
load-shapes-3d,3d,dict/load-shapes-3d,3d-load-shapes-3d
max-pzcor,3d,dict/min-max-pzcor,3d-min-max-pzcor
min-pzcor,3d,dict/min-max-pzcor,3d-min-max-pzcor
neighbors,3d,dict/neighbors-3d,3d-neighbors-3d
neighbors6,3d,dict/neighbors-3d,3d-neighbors-3d
orbit-down,3d,dict/orbit-cmds,3d-orbit-cmds
orbit-left,3d,dict/orbit-cmds,3d-orbit-cmds
orbit-right,3d,dict/orbit-cmds,3d-orbit-cmds
orbit-up,3d,dict/orbit-cmds,3d-orbit-cmds
__oxcor,3d,dict/observer-cors,3d-observer-cors
__oycor,3d,dict/observer-cors,3d-observer-cors
__ozcor,3d,dict/observer-cors,3d-observer-cors
patch,3d,dict/patch-3d,3d-patch-3d
patch-at,3d,dict/patch-at-3d,3d-patch-at-3d
patch-at-heading-pitch-and-distance,3d,dict/patch-at-heading-pitch-and-distance,3d-patch-at-heading-pitch-and-distance
pitch,3d,dict/pitch,3d-pitch
pzcor,3d,dict/pzcor,3d-pzcor
random-pzcor,3d,dict/random-pzcor,3d-random-pzcor
random-zcor,3d,dict/random-zcor,3d-random-zcor
right,3d,dict/right,3d-right
roll,3d,dict/roll,3d-roll
roll-left,3d,dict/roll-left,3d-roll-left
roll-right,3d,dict/roll-right,3d-roll-right
setxyz,3d,dict/setxyz,3d-setxyz
tilt-down,3d,dict/tilt-cmds,3d-tilt-cmds
tilt-up,3d,dict/tilt-cmds,3d-tilt-cmds
towards-pitch,3d,dict/towards-pitch-cmd,3d-towards-pitch-cmd
towards-pitch-nowrap,3d,dict/towards-pitch-cmd,3d-towards-pitch-cmd
towards-pitch-xyz,3d,dict/towards-pitch-xyz-cmd,3d-towards-pitch-xyz-cmd
towards-pitch-xyz-nowrap,3d,dict/towards-pitch-xyz-cmd,3d-towards-pitch-xyz-cmd
turtles-at,3d,dict/turtles-at-3d,3d-turtles-at-3d
<breeds>-at,3d,dict/turtles-at-3d,3d-turtles-at-3d
world-depth,3d,dict/world-depth,3d-world-depth
zcor,3d,dict/zcor,3d-zcor
zoom,3d,dict/zoom,3d-zoom
arduino:primitives,arduino,arduino/primitives,arduino-primitives
arduino:ports,arduino,arduino/ports,arduino-ports
arduino:open,arduino,arduino/open,arduino-open
arduino:close,arduino,arduino/close,arduino-close
arduino:get,arduino,arduino/get,arduino-get
arduino:write-string,arduino,arduino/write-string,arduino-write-string
arduino:write-int,arduino,arduino/write-int,arduino-write-int
arduino:write-byte,arduino,arduino/write-byte,arduino-write-byte
arduino:is-open?,arduino,arduino/is-open,arduino-is-open
arduino:debug-to-arduino,arduino,arduino/debug-to-arduino,arduino-debug-to-arduino
arduino:debug-from-arduino,arduino,arduino/debug-from-arduino,arduino-debug-from-arduino
array:from-list,array,array/from-list,array-from-list
array:item,array,array/item,array-item
array:set,array,array/set,array-set
array:length,array,array/length,array-length
array:to-list,array,array/to-list,array-to-list
bitmap:average-color,bitmap,bitmap/average-color,bitmap-average-color
bitmap:channel,bitmap,bitmap/channel,bitmap-channel
bitmap:copy-to-drawing,bitmap,bitmap/copy-to-drawing,bitmap-copy-to-drawing
bitmap:copy-to-pcolors,bitmap,bitmap/copy-to-pcolors,bitmap-copy-to-pcolors
bitmap:difference-rgb,bitmap,bitmap/difference-rgb,bitmap-difference-rgb
bitmap:export,bitmap,bitmap/export,bitmap-export
bitmap:from-base64,bitmap,bitmap/from-base64,bitmap-from-base64
bitmap:to-base64,bitmap,bitmap/to-base64,bitmap-to-base64
bitmap:from-view,bitmap,bitmap/from-view,bitmap-from-view
bitmap:to-grayscale,bitmap,bitmap/to-grayscale,bitmap-to-grayscale
bitmap:height,bitmap,bitmap/height,bitmap-height
bitmap:import,bitmap,bitmap/import,bitmap-import
bitmap:scaled,bitmap,bitmap/scaled,bitmap-scaled
bitmap:width,bitmap,bitmap/width,bitmap-width
csv:from-row,csv,csv/from-row,csv-from-row
csv:from-string,csv,csv/from-string,csv-from-string
csv:from-file,csv,csv/from-file,csv-from-file
csv:to-row,csv,csv/to-row,csv-to-row
csv:to-string,csv,csv/to-string,csv-to-string
csv:to-file,csv,csv/to-file,csv-to-file
gis:set-transformation,gis,gis/set-transformation,gis-gisset-transformation
gis:set-transformation-ds,gis,gis/set-transformation-ds,gis-gisset-transformation-ds
gis:set-world-envelope,gis,gis/set-world-envelope,gis-gisset-world-envelope
gis:set-world-envelope-ds,gis,gis/set-world-envelope-ds,gis-gisset-world-envelope-ds
gis:world-envelope,gis,gis/world-envelope,gis-gisworld-envelope
gis:envelope-of,gis,gis/envelope-of,gis-gisenvelope-of
gis:envelope-union-of,gis,gis/envelope-union-of,gis-gisenvelope-union-of
gis:load-coordinate-system,gis,gis/load-coordinate-system,gis-gisload-coordinate-system
gis:set-coordinate-system,gis,gis/set-coordinate-system,gis-gisset-coordinate-system
gis:project-lat-lon,gis,gis/project-lat-lon,gis-gisproject-lat-lon
gis:project-lat-lon-from-ellipsoid,gis,gis/project-lat-lon-from-ellipsoid,gis-gisproject-lat-lon-from-ellipsoid
gis:load-dataset,gis,gis/load-dataset,gis-gisload-dataset
gis:store-dataset,gis,gis/store-dataset,gis-gisstore-dataset
gis:type-of,gis,gis/type-of,gis-gistype-of
gis:patch-dataset,gis,gis/patch-dataset,gis-gispatch-dataset
gis:turtle-dataset,gis,gis/turtle-dataset,gis-gisturtle-dataset
gis:link-dataset,gis,gis/link-dataset,gis-gislink-dataset
gis:shape-type-of,gis,gis/shape-type-of,gis-gisshape-type-of
gis:property-names,gis,gis/property-names,gis-gisproperty-names
gis:feature-list-of,gis,gis/feature-list-of,gis-gisfeature-list-of
gis:vertex-lists-of,gis,gis/vertex-lists-of,gis-gisvertex-lists-of
gis:centroid-of,gis,gis/centroid-of,gis-giscentroid-of
gis:random-point-inside,gis,gis/random-point-inside,gis-gisrandom-point-inside
gis:location-of,gis,gis/location-of,gis-gislocation-of
gis:set-property-value,gis,gis/set-property-value,gis-gisset-property-value
gis:property-value,gis,gis/property-value,gis-gisproperty-value
gis:find-features,gis,gis/find-features,gis-gisfind-features
gis:find-one-feature,gis,gis/find-one-feature,gis-gisfind-one-feature
gis:find-less-than,gis,gis/find-less-than,gis-gisfind-less-than
gis:find-greater-than,gis,gis/find-greater-than,gis-gisfind-greater-than
gis:find-range,gis,gis/find-range,gis-gisfind-range
gis:property-minimum,gis,gis/property-minimum,gis-gisproperty-minimum
gis:property-maximum,gis,gis/property-maximum,gis-gisproperty-maximum
gis:apply-coverage,gis,gis/apply-coverage,gis-gisapply-coverage
gis:create-turtles-from-points,gis,gis/create-turtles-from-points,gis-giscreate-turtles-from-points
gis:create-turtles-from-points-manual,gis,gis/create-turtles-from-points-manual,gis-giscreate-turtles-from-points-manual
gis:create-turtles-inside-polygon,gis,gis/create-turtles-inside-polygon,gis-giscreate-turtles-inside-polygon
gis:create-turtles-inside-polygon-manual,gis,gis/create-turtles-inside-polygon-manual,gis-giscreate-turtles-inside-polygon-manual
gis:coverage-minimum-threshold,gis,gis/coverage-minimum-threshold,gis-giscoverage-minimum-threshold
gis:set-coverage-minimum-threshold,gis,gis/set-coverage-minimum-threshold,gis-gisset-coverage-minimum-threshold
gis:coverage-maximum-threshold,gis,gis/coverage-maximum-threshold,gis-giscoverage-maximum-threshold
gis:set-coverage-maximum-threshold,gis,gis/set-coverage-maximum-threshold,gis-gisset-coverage-maximum-threshold
gis:intersects?,gis,gis/intersects,gis-gisintersects
gis:contains?,gis,gis/contains,gis-giscontains
gis:contained-by?,gis,gis/contained-by,gis-giscontained-by
gis:have-relationship?,gis,gis/have-relationship,gis-gishave-relationship
gis:relationship-of,gis,gis/relationship-of,gis-gisrelationship-of
gis:intersecting,gis,gis/intersecting,gis-gisintersecting
gis:width-of,gis,gis/width-of,gis-giswidth-of
gis:height-of,gis,gis/height-of,gis-gisheight-of
gis:raster-value,gis,gis/raster-value,gis-gisraster-value
gis:set-raster-value,gis,gis/set-raster-value,gis-gisset-raster-value
gis:minimum-of,gis,gis/minimum-of,gis-gisminimum-of
gis:maximum-of,gis,gis/maximum-of,gis-gismaximum-of
gis:sampling-method-of,gis,gis/sampling-method-of,gis-gissampling-method-of
gis:set-sampling-method,gis,gis/set-sampling-method,gis-gisset-sampling-method
gis:raster-sample,gis,gis/raster-sample,gis-gisraster-sample
gis:raster-world-envelope,gis,gis/raster-world-envelope,gis-gisraster-world-envelope
gis:create-raster,gis,gis/create-raster,gis-giscreate-raster
gis:resample,gis,gis/resample,gis-gisresample
gis:convolve,gis,gis/convolve,gis-gisconvolve
gis:apply-raster,gis,gis/apply-raster,gis-gisapply-raster
gis:drawing-color,gis,gis/drawing-color,gis-gisdrawing-color
gis:set-drawing-color,gis,gis/set-drawing-color,gis-gisset-drawing-color
gis:draw,gis,gis/draw,gis-gisdraw
gis:fill,gis,gis/fill,gis-gisfill
gis:paint,gis,gis/paint,gis-gispaint
gis:import-wms-drawing,gis,gis/import-wms-drawing,gis-gisimport-wms-drawing
gogo:primitives,gogo,gogo/primitives,gogo-primitives
gogo:howmany-gogos,gogo,gogo/howmany-gogos,gogo-howmany-gogos
gogo:init,gogo,gogo/init,gogo-init
gogo:talk-to-output-ports,gogo,gogo/talk-to-output-ports,gogo-talk-to-output-ports
gogo:talk-to-servo-ports,gogo,gogo/talk-to-servo-ports,gogo-talk-to-servo-ports
gogo:set-output-port-power,gogo,gogo/set-output-port-power,gogo-set-output-port-power
gogo:output-port-on,gogo,gogo/output-port-on,gogo-output-port-on
gogo:output-port-off,gogo,gogo/output-port-off,gogo-output-port-off
gogo:output-port-clockwise,gogo,gogo/output-port-clockwise,gogo-output-port-clockwise
gogo:output-port-counterclockwise,gogo,gogo/output-port-counterclockwise,gogo-output-port-counterclockwise
gogo:set-servo,gogo,gogo/set-servo,gogo-set-servo
gogo:led,gogo,gogo/led,gogo-led
gogo:beep,gogo,gogo/beep,gogo-beep
gogo:read-sensors,gogo,gogo/read-sensors,gogo-read-sensors
gogo:read-sensor,gogo,gogo/read-sensor,gogo-read-sensor
gogo:read-all,gogo,gogo/read-all,gogo-read-all
gogo:send-bytes,gogo,gogo/send-bytes,gogo-send-bytes
ls:create-models,ls,ls/create-models,ls-create-models
ls:create-interactive-models,ls,ls/create-interactive-models,ls-create-interactive-models
ls:close,ls,ls/close,ls-close
ls:reset,ls,ls/reset,ls-reset
ls:ask,ls,ls/ask,ls-ask
ls:of,ls,ls/of,ls-of
ls:report,ls,ls/report,ls-report
ls:with,ls,ls/with,ls-with
ls:let,ls,ls/let,ls-let
ls:assign,ls,ls/assign,ls-assign
ls:models,ls,ls/models,ls-models
ls:show,ls,ls/show,ls-show
ls:show-all,ls,ls/show-all,ls-show-all
ls:hide,ls,ls/hide,ls-hide
ls:hide-all,ls,ls/hide-all,ls-hide-all
ls:path-of,ls,ls/path-of,ls-path-of
ls:name-of,ls,ls/name-of,ls-name-of
ls:model-exists?,ls,ls/model-exists,ls-model-exists
ls:random-seed,ls,ls/random-seed,ls-random-seed
matrix:make-constant,matrix,matrix/make-constant,matrix-make-constant
matrix:make-identity,matrix,matrix/make-identity,matrix-make-identity
matrix:from-row-list,matrix,matrix/from-row-list,matrix-from-row-list
matrix:from-column-list,matrix,matrix/from-column-list,matrix-from-column-list
matrix:to-row-list,matrix,matrix/to-row-list,matrix-to-row-list
matrix:to-column-list,matrix,matrix/to-column-list,matrix-to-column-list
matrix:copy,matrix,matrix/copy,matrix-copy
matrix:pretty-print-text,matrix,matrix/pretty-print-text,matrix-pretty-print-text
matrix:get,matrix,matrix/get,matrix-get
matrix:get-row,matrix,matrix/get-row,matrix-get-row
matrix:get-column,matrix,matrix/get-column,matrix-get-column
matrix:set,matrix,matrix/set,matrix-set
matrix:set-row,matrix,matrix/set-row,matrix-set-row
matrix:set-column,matrix,matrix/set-column,matrix-set-column
matrix:swap-rows,matrix,matrix/swap-rows,matrix-swap-rows
matrix:swap-columns,matrix,matrix/swap-columns,matrix-swap-columns
matrix:set-and-report,matrix,matrix/set-and-report,matrix-set-and-report
matrix:dimensions,matrix,matrix/dimensions,matrix-dimensions
matrix:submatrix,matrix,matrix/submatrix,matrix-submatrix
matrix:map,matrix,matrix/map,matrix-map
matrix:times-scalar,matrix,matrix/times-scalar,matrix-times-scalar
matrix:times,matrix,matrix/times,matrix-times
matrix:*,matrix,matrix/-asterisk-,matrix--asterisk-
matrix:times-element-wise,matrix,matrix/times-element-wise,matrix-times-element-wise
matrix:plus-scalar,matrix,matrix/plus-scalar,matrix-plus-scalar
matrix:plus,matrix,matrix/plus,matrix-plus
matrix:+,matrix,matrix/-plus-,matrix--plus-
matrix:minus,matrix,matrix/minus,matrix-minus
matrix:-,matrix,matrix/-,matrix--
matrix:inverse,matrix,matrix/inverse,matrix-inverse
matrix:transpose,matrix,matrix/transpose,matrix-transpose
matrix:real-eigenvalues,matrix,matrix/real-eigenvalues,matrix-real-eigenvalues
matrix:imaginary-eigenvalues,matrix,matrix/imaginary-eigenvalues,matrix-imaginary-eigenvalues
matrix:eigenvectors,matrix,matrix/eigenvectors,matrix-eigenvectors
matrix:det,matrix,matrix/det,matrix-det
matrix:rank,matrix,matrix/rank,matrix-rank
matrix:trace,matrix,matrix/trace,matrix-trace
matrix:solve,matrix,matrix/solve,matrix-solve
matrix:forecast-linear-growth,matrix,matrix/forecast-linear-growth,matrix-forecast-linear-growth
matrix:forecast-compound-growth,matrix,matrix/forecast-compound-growth,matrix-forecast-compound-growth
matrix:forecast-continuous-growth,matrix,matrix/forecast-continuous-growth,matrix-forecast-continuous-growth
matrix:regress,matrix,matrix/regress,matrix-regress
nw:set-context,nw,nw/set-context,nw-set-context
nw:get-context,nw,nw/get-context,nw-get-context
nw:with-context,nw,nw/with-context,nw-with-context
nw:turtles-in-radius,nw,nw/turtles-in-radius,nw-turtles-in-radius
nw:turtles-in-reverse-radius,nw,nw/turtles-in-reverse-radius,nw-turtles-in-reverse-radius
nw:distance-to,nw,nw/distance-to,nw-distance-to
nw:weighted-distance-to,nw,nw/weighted-distance-to,nw-weighted-distance-to
nw:path-to,nw,nw/path-to,nw-path-to
nw:turtles-on-path-to,nw,nw/turtles-on-path-to,nw-turtles-on-path-to
nw:weighted-path-to,nw,nw/weighted-path-to,nw-weighted-path-to
nw:turtles-on-weighted-path-to,nw,nw/turtles-on-weighted-path-to,nw-turtles-on-weighted-path-to
nw:mean-path-length,nw,nw/mean-path-length,nw-mean-path-length
nw:mean-weighted-path-length,nw,nw/mean-weighted-path-length,nw-mean-weighted-path-length
nw:betweenness-centrality,nw,nw/betweenness-centrality,nw-betweenness-centrality
nw:eigenvector-centrality,nw,nw/eigenvector-centrality,nw-eigenvector-centrality
nw:page-rank,nw,nw/page-rank,nw-page-rank
nw:closeness-centrality,nw,nw/closeness-centrality,nw-closeness-centrality
nw:weighted-closeness-centrality,nw,nw/weighted-closeness-centrality,nw-weighted-closeness-centrality
nw:clustering-coefficient,nw,nw/clustering-coefficient,nw-clustering-coefficient
nw:modularity,nw,nw/modularity,nw-modularity
nw:bicomponent-clusters,nw,nw/bicomponent-clusters,nw-bicomponent-clusters
nw:weak-component-clusters,nw,nw/weak-component-clusters,nw-weak-component-clusters
nw:louvain-communities,nw,nw/louvain-communities,nw-louvain-communities
nw:maximal-cliques,nw,nw/maximal-cliques,nw-maximal-cliques
nw:biggest-maximal-cliques,nw,nw/biggest-maximal-cliques,nw-biggest-maximal-cliques
nw:generate-preferential-attachment,nw,nw/generate-preferential-attachment,nw-generate-preferential-attachment
nw:generate-random,nw,nw/generate-random,nw-generate-random
nw:generate-watts-strogatz,nw,nw/generate-watts-strogatz,nw-generate-watts-strogatz
nw:generate-small-world,nw,nw/generate-small-world,nw-generate-small-world
nw:generate-lattice-2d,nw,nw/generate-lattice-2d,nw-generate-lattice-2d
nw:generate-ring,nw,nw/generate-ring,nw-generate-ring
nw:generate-star,nw,nw/generate-star,nw-generate-star
nw:generate-wheel,nw,nw/generate-wheel,nw-generate-wheel
nw:save-matrix,nw,nw/save-matrix,nw-save-matrix
nw:load-matrix,nw,nw/load-matrix,nw-load-matrix
nw:save-graphml,nw,nw/save-graphml,nw-save-graphml
nw:load-graphml,nw,nw/load-graphml,nw-load-graphml
nw:load,nw,nw/load,nw-load
nw:save,nw,nw/save,nw-save
palette:alpha-of,palette,palette/alpha-of,palette-alpha-of
palette:with-alpha,palette,palette/with-alpha,palette-with-alpha
palette:alpha,palette,palette/alpha,palette-alpha
palette:set-alpha,palette,palette/set-alpha,palette-set-alpha
palette:transparency-of,palette,palette/transparency-of,palette-transparency-of
palette:with-transparency,palette,palette/with-transparency,palette-with-transparency
palette:transparency,palette,palette/transparency,palette-transparency
palette:set-transparency,palette,palette/set-transparency,palette-set-transparency
palette:hue-of,palette,palette/hue-of,palette-hue-of
palette:with-hue,palette,palette/with-hue,palette-with-hue
palette:hue,palette,palette/hue,palette-hue
palette:set-hue,palette,palette/set-hue,palette-set-hue
palette:saturation-of,palette,palette/saturation-of,palette-saturation-of
palette:with-saturation,palette,palette/with-saturation,palette-with-saturation
palette:saturation,palette,palette/saturation,palette-saturation
palette:set-saturation,palette,palette/set-saturation,palette-set-saturation
palette:brightness-of,palette,palette/brightness-of,palette-brightness-of
palette:with-brightness,palette,palette/with-brightness,palette-with-brightness
palette:brightness,palette,palette/brightness,palette-brightness
palette:set-brightness,palette,palette/set-brightness,palette-set-brightness
palette:R-of,palette,palette/r-of,palette-r-of
palette:with-R,palette,palette/with-r,palette-with-r
palette:R,palette,palette/r,palette-r
palette:set-R,palette,palette/set-r,palette-set-r
palette:G-of,palette,palette/g-of,palette-g-of
palette:with-G,palette,palette/with-g,palette-with-g
palette:G,palette,palette/g,palette-g
palette:set-G,palette,palette/set-g,palette-set-g
palette:B-of,palette,palette/b-of,palette-b-of
palette:with-B,palette,palette/with-b,palette-with-b
palette:B,palette,palette/b,palette-b
palette:set-B,palette,palette/set-b,palette-set-b
palette:scale-gradient,palette,palette/scale-gradient,palette-scale-gradient
palette:scale-gradient-hsb,palette,palette/scale-gradient-hsb,palette-scale-gradient-hsb
palette:scheme-colors,palette,palette/scheme-colors,palette-scheme-colors
palette:scale-scheme,palette,palette/scale-scheme,palette-scale-scheme
palette:scheme-dialog,palette,palette/scheme-dialog,palette-scheme-dialog
profiler:calls,profiler,profiler/calls,profiler-calls
profiler:exclusive-time,profiler,profiler/exclusive-time,profiler-exclusive-time
profiler:inclusive-time,profiler,profiler/inclusive-time,profiler-inclusive-time
profiler:start,profiler,profiler/start,profiler-start
profiler:stop,profiler,profiler/stop,profiler-stop
profiler:reset,profiler,profiler/reset,profiler-reset
profiler:report,profiler,profiler/report,profiler-report
profiler:data,profiler,profiler/data,profiler-data
py:setup,py,py/setup,py-setup
py:python,py,py/python,py-python
py:python2,py,py/python2,py-python2
py:python3,py,py/python3,py-python3
py:run,py,py/run,py-run
py:runresult,py,py/runresult,py-runresult
py:set,py,py/set,py-set
resource:get,resource,resource/get,resource-get
resource:list,resource,resource/list,resource-list
rnd:weighted-one-of,rnd,rnd/weighted-one-of,rnd-weighted-one-of
rnd:weighted-n-of,rnd,rnd/weighted-n-of,rnd-weighted-n-of
rnd:weighted-n-of-with-repeats,rnd,rnd/weighted-n-of-with-repeats,rnd-weighted-n-of-with-repeats
rnd:weighted-one-of-list,rnd,rnd/weighted-one-of-list,rnd-weighted-one-of-list
rnd:weighted-n-of-list,rnd,rnd/weighted-n-of-list,rnd-weighted-n-of-list
rnd:weighted-n-of-list-with-repeats,rnd,rnd/weighted-n-of-list-with-repeats,rnd-weighted-n-of-list-with-repeats
sound:drums,sound,sound/drums,sound-drums
sound:instruments,sound,sound/instruments,sound-instruments
sound:play-drum,sound,sound/play-drum,sound-play-drum
sound:play-note,sound,sound/play-note,sound-play-note
sound:play-note-later,sound,sound/play-note-later,sound-play-note-later
sr:setup,sr,sr/setup,sr-setup
sr:run,sr,sr/run,sr-run
sr:runresult,sr,sr/runresult,sr-runresult
sr:set,sr,sr/set,sr-set
sr:set-agent,sr,sr/set-agent,sr-set-agent
sr:set-agent-data-frame,sr,sr/set-agent-data-frame,sr-set-agent-data-frame
sr:set-data-frame,sr,sr/set-data-frame,sr-set-data-frame
sr:set-list,sr,sr/set-list,sr-set-list
sr:set-named-list,sr,sr/set-named-list,sr-set-named-list
sr:set-plot-device,sr,sr/set-plot-device,sr-set-plot-device
sr:r-home,sr,sr/r-home,sr-r-home
sr:show-console,sr,sr/show-console,sr-show-console
table:clear,table,table/clear,table-clear
table:counts,table,table/counts,table-counts
table:group-agents,table,table/group-agents,table-group-agents
table:group-items,table,table/group-items,table-group-items
table:from-list,table,table/from-list,table-from-list
table:from-json,table,table/from-json,table-from-json
table:from-json-file,table,table/from-json-file,table-from-json-file
table:get,table,table/get,table-get
table:get-or-default,table,table/get-or-default,table-get-or-default
table:has-key?,table,table/has-key,table-has-key
table:keys,table,table/keys,table-keys
table:length,table,table/length,table-length
table:make,table,table/make,table-make
table:put,table,table/put,table-put
table:remove,table,table/remove,table-remove
table:to-list,table,table/to-list,table-to-list
table:to-json,table,table/to-json,table-to-json
table:values,table,table/values,table-values
vid:camera-names,vid,vid/camera-names,vid-camera-names
vid:camera-open,vid,vid/camera-open,vid-camera-open
vid:camera-select,vid,vid/camera-select,vid-camera-select
vid:movie-select,vid,vid/movie-select,vid-movie-select
vid:movie-open,vid,vid/movie-open,vid-movie-open
vid:movie-open-remote,vid,vid/movie-open-remote,vid-movie-open-remote
vid:close,vid,vid/close,vid-close
vid:start,vid,vid/start,vid-start
vid:stop,vid,vid/stop,vid-stop
vid:status,vid,vid/status,vid-status
vid:capture-image,vid,vid/capture-image,vid-capture-image
vid:set-time,vid,vid/set-time,vid-set-time
vid:show-player,vid,vid/show-player,vid-show-player
vid:hide-player,vid,vid/hide-player,vid-hide-player
vid:record-view,vid,vid/record-view,vid-record-view
vid:record-interface,vid,vid/record-interface,vid-record-interface
vid:record-source,vid,vid/record-source,vid-record-source
vid:recorder-status,vid,vid/recorder-status,vid-recorder-status
vid:reset-recorder,vid,vid/reset-recorder,vid-reset-recorder
vid:start-recorder,vid,vid/start-recorder,vid-start-recorder
vid:save-recording,vid,vid/save-recording,vid-save-recording
view2.5d:patch-view,view2.5d,view2.5d/patch-view,view2.5d-patch-view
view2.5d:decorate-patch-view,view2.5d,view2.5d/decorate-patch-view,view2.5d-decorate-patch-view
view2.5d:undecorate-patch-view,view2.5d,view2.5d/undecorate-patch-view,view2.5d-undecorate-patch-view
view2.5d:turtle-view,view2.5d,view2.5d/turtle-view,view2.5d-turtle-view
view2.5d:update-all-patch-views,view2.5d,view2.5d/update-all-patch-views,view2.5d-update-all-patch-views
view2.5d:update-patch-view,view2.5d,view2.5d/update-patch-view,view2.5d-update-patch-view
view2.5d:update-turtle-view,view2.5d,view2.5d/update-turtle-view,view2.5d-update-turtle-view
view2.5d:get-z-scale,view2.5d,view2.5d/get-z-scale,view2.5d-get-z-scale
view2.5d:set-z-scale,view2.5d,view2.5d/set-z-scale,view2.5d-set-z-scale
view2.5d:set-turtle-stem-thickness,view2.5d,view2.5d/set-turtle-stem-thickness,view2.5d-set-turtle-stem-thickness
view2.5d:set-turtle-stem-color,view2.5d,view2.5d/set-turtle-stem-color,view2.5d-set-turtle-stem-color
view2.5d:show-links-xy-plane,view2.5d,view2.5d/show-links-xy-plane,view2.5d-show-links-xy-plane
view2.5d:show-links-xyz,view2.5d,view2.5d/show-links-xyz,view2.5d-show-links-xyz
view2.5d:get-observer-angles,view2.5d,view2.5d/get-observer-angles,view2.5d-get-observer-angles
view2.5d:set-observer-angles,view2.5d,view2.5d/set-observer-angles,view2.5d-set-observer-angles
view2.5d:get-observer-xy-focus,view2.5d,view2.5d/get-observer-xy-focus,view2.5d-get-observer-xy-focus
view2.5d:set-observer-xy-focus,view2.5d,view2.5d/set-observer-xy-focus,view2.5d-set-observer-xy-focus
view2.5d:get-observer-distance,view2.5d,view2.5d/get-observer-distance,view2.5d-get-observer-distance
view2.5d:set-observer-distance,view2.5d,view2.5d/set-observer-distance,view2.5d-set-observer-distance
view2.5d:remove-patch-view,view2.5d,view2.5d/remove-patch-view,view2.5d-remove-patch-view
view2.5d:remove-turtle-view,view2.5d,view2.5d/remove-turtle-view,view2.5d-remove-turtle-view
view2.5d:remove-all-patch-views,view2.5d,view2.5d/remove-all-patch-views,view2.5d-remove-all-patch-views
view2.5d:remove-all-turtle-views,view2.5d,view2.5d/remove-all-turtle-views,view2.5d-remove-all-turtle-views
view2.5d:count-windows,view2.5d,view2.5d/count-windows,view2.5d-count-windows
